,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword
204,Fri Jul 14 08:59:22 +0000 2023,0.0,semoga istiqomah ngebis pke transportasi publik utama biar bs tidur,1.6797775964716564e+18,in,semarang,0.0,0.0,1.0,akhriyadisofian,Transsemarang
205,Thu Jul 13 02:10:21 +0000 2023,0.0,terminal sisemut the park gmn rutenya thx sblmnya,1.679312275545686e+18,in,,0.0,1.0,0.0,egktauwT___T,Transsemarang
206,Wed Jul 12 16:16:05 +0000 2023,0.0,klo mangkang kesini transit dlu daerah ngaliyan,1.6791627263530803e+18,in,,0.0,1.0,0.0,thelifeof_saa,Transsemarang
207,Mon Jul 10 02:37:40 +0000 2023,0.0,drivernya stay tune rdi semarang,1.6782319855029453e+18,in,"Pati, Indonesia",0.0,0.0,1.0,pambudiPati,Transsemarang
208,Sun Jul 09 08:11:19 +0000 2023,0.0,diterapkan salah mall kota semarang tentrem kayaknya emang kelewat mahal sepi sepi it s dp mall ndak sih disitu kasih halte kesambung dp mall enak,1.6779535639040492e+18,in,Semarang City - ID,1.0,1.0,0.0,FarhanSyafiqF,Transsemarang
209,Sat Jul 08 06:45:30 +0000 2023,1.0,anak transportasi untung,1.6775695830736118e+18,in,Semarang - Cilacap,0.0,0.0,0.0,hidayahmuslih,Transsemarang
210,Thu Jul 06 02:48:13 +0000 2023,0.0,alternatif ungaran simpanglima transit kagok g nunggu arah simpanglima jam lho,1.676785089295024e+18,in,Indonesia,0.0,1.0,0.0,lilaazka,Transsemarang
211,Thu Jul 06 01:15:32 +0000 2023,0.0,ijin ngasih masukan arah ungaran jam pulang sore mohon diperbanyak armadanya soalny padet arah ungaran jalannya,1.6767617648585933e+18,in,Indonesia,0.0,1.0,0.0,lilaazka,Transsemarang
212,Thu Jul 06 00:16:23 +0000 2023,0.0,halte tanah putih undip pleburan rutenya gimana,1.676746879663743e+18,in,𓍼𝓐𝓈𝓎𝒶𓂅,0.0,1.0,0.0,filmorette,Transsemarang
213,Wed Jul 05 02:32:54 +0000 2023,0.0,halte tanah putih undip tembalang rute nya gimana,1.6764188471786578e+18,in,𓍼𝓐𝓈𝓎𝒶𓂅,0.0,1.0,0.0,filmorette,Transsemarang
214,Tue Jul 04 11:09:40 +0000 2023,2.0,turun jalan telaga bodas karangrejo gajahmungkur turun halte,1.6761865080999772e+18,in,"Semarang, Jawa Tengah",0.0,3.0,0.0,sepertiterang,Transsemarang
215,Sat Jul 01 03:44:16 +0000 2023,0.0,halte simpang dibuka jam yaa,1.6749872555875533e+18,in,,0.0,1.0,0.0,inimoofi,Transsemarang
216,Fri Jun 30 18:35:54 +0000 2023,1.0,bangga semarang kota wilayahnya perbukitan turun jalanya kota tepi laut bersyukur memfasilitasi bayar rb,1.67484925512584e+18,in,Semarang,0.0,0.0,0.0,IamMissYusuf,Transsemarang
217,Thu Jun 29 15:53:39 +0000 2023,0.0,seneng perkembangannya ngerasain ts jaman cm koridor sampe skrg bs keliling smg amp ngerasain model halte jadul smpe ac nya walo kerasa ngerasain kartu ts jg bayar pake e wallet,1.6744460365831987e+18,in,,0.0,0.0,0.0,ceritaVin,Transsemarang
218,Wed Jun 28 22:27:41 +0000 2023,0.0,pr ngebul acnya ayo servis neh evaporatore,1.6741828110732739e+18,in,,0.0,0.0,0.0,Fasyanow,Transsemarang
219,Thu May 25 06:03:15 +0000 2023,0.0,btw halte undip diganti menyesuaikan koridor pintu rendah,1.6616138826481828e+18,in,,0.0,1.0,0.0,Hoshiides,Transsemarang
220,Wed May 24 14:42:01 +0000 2023,0.0,halo citraland unnes brt koridor,1.6613820477120266e+18,in,,0.0,1.0,0.0,anywmars,Transsemarang
221,Tue May 23 09:20:44 +0000 2023,0.0,klo turun halte bangkong sedes balaikota bis,1.6609388043652588e+18,in,,0.0,1.0,0.0,grcorgrace,Transsemarang
222,Tue May 23 04:59:48 +0000 2023,0.0,rute elisabeth via telkom bis beroperasi aplikasi bis terdekat menungg,1.6608731401747415e+18,in,,1.0,1.0,0.0,syaneendita,Transsemarang
223,Tue May 23 02:23:38 +0000 2023,0.0,bluesky naiknya koridor,1.6608338377678848e+18,in,,0.0,1.0,0.0,anelieor,Transsemarang
224,Mon May 22 09:03:20 +0000 2023,0.0,aplikasi eror yaa,1.6605720371975004e+18,in,,0.0,1.0,0.0,grcorgrace,Transsemarang
225,Sat May 20 04:46:03 +0000 2023,4.0,spot favorit alya duduk kursi,1.6597825169146757e+18,in,"Gresik, Indonesia",0.0,1.0,0.0,pramudyaarif90,Transsemarang
226,Fri May 19 10:22:47 +0000 2023,0.0,setuju tolong dipertimbangkan,1.6595048696388076e+18,in,,0.0,0.0,0.0,notsoyancy,Transsemarang
227,Thu May 18 22:41:27 +0000 2023,0.0,aplikasi error bs lihat rute bus feedernya,1.6593283717829878e+18,in,"Central Java, Indonesia",0.0,1.0,0.0,ChristianBudiC,Transsemarang
228,Thu May 18 02:39:44 +0000 2023,0.0,halo rute timoho transmart setiabudi gimana makasih,1.6590259501585244e+18,in,,0.0,1.0,0.0,jeonmwonwoo,Transsemarang
229,Wed May 17 01:17:22 +0000 2023,0.0,terminal mangkang museum kota rute nya gimana,1.6586428360054702e+18,in,Kendal ,0.0,1.0,0.0,novita_siswo,Transsemarang
230,Sat May 13 09:27:38 +0000 2023,0.0,brt koridor penggaron mangkang beroperasi jam,1.6573166606159913e+18,in,,0.0,2.0,0.0,nochuwaifeu,Transsemarang
